vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
4,video/mp4,mp4,MPEG-4 video,73,20974383995,38696087,NA
4,image/jpeg,jpg,JPEG image,2,5955091,0,NA
4,application/msword,doc,Microsoft Word document,5,1647104,0,NA
4,application/vnd.datavyu,opf,Datavyu,31,317970,0,NA
