vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
253,video/mp4,mp4,MPEG-4 video,115,30416142126,46913492,NA
253,audio/mpeg,mp3,MPEG-1 or MPEG-2 audio layer III,1,8323331,465946,NA
