vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
876,application/pdf,pdf,Portable document,30,0.00849622265625,0
876,video/mp4,mp4,MPEG-4 video,86,45.6631229140625,18.717322222222222
