vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
1066,text/csv,csv,Comma-separated values,2,2.62626953125e-5,0
1066,video/mp4,mp4,MPEG-4 video,31,33.23581061914062,15.434062500000001
