vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
90,video/mp4,mp4,MPEG-4 video,315,44792991996,1090672418,NA
90,text/x-chat,cha,Codes for the Human Analysis of Transcripts,314,64438969,0,NA
