vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
1206,video/mp4,mp4,MPEG-4 video,147,93400426520,429254930,NA
1206,text/plain,txt,Plain text,93,1939203,0,NA
1206,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,Microsoft Word (Office Open XML) document,1,30872,0,NA
1206,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,Microsoft Excel (Office Open XML) workbook,1,56712,0,NA
