vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
70,video/mp4,mp4,MPEG-4 video,307,26.42481080175781,16.111666666666668
70,image/png,png,Portable network graphics,2,0.0043793115234375,0
