vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
252,video/mp4,mp4,MPEG-4 video,16,24401097,159868,NA
252,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,Microsoft Excel (Office Open XML) workbook,1,93038,0,NA
