vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
135,video/mp4,mp4,MPEG-4 video,118,42292378502,98359984,NA
135,text/csv,csv,Comma-separated values,34,7489763,0,NA
135,text/rtf,rtf,Rich text format,1,1547,0,NA
