vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
112,video/mp4,mp4,MPEG-4 video,2,7461974,120234,NA
112,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,Microsoft Excel (Office Open XML) workbook,1,3987820,0,NA
