vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
77,video/mp4,mp4,MPEG-4 video,1,4283344,333000,NA
77,text/csv,csv,Comma-separated values,2,16303,0,NA
77,image/png,png,Portable network graphics,101,4227008,0,NA
77,application/pdf,pdf,Portable document,2,9096412,0,NA
