vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
481,application/pdf,pdf,Portable document,1,1.877919921875e-4,0
481,video/mp4,mp4,MPEG-4 video,4,0.44681134765625,0.41473250000000006
