vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
1070,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,Microsoft Word (Office Open XML) document,1,2.0185546875e-5,0
1070,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,Microsoft Excel (Office Open XML) workbook,1,1.24111328125e-5,0
