vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
837,audio/mpeg,mp3,MPEG-1 or MPEG-2 audio layer III,59,640811142,36055556,NA
837,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,Microsoft Word (Office Open XML) document,51,1398081,0,NA
