vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
207,video/mp4,mp4,MPEG-4 video,115,22754597229,39994108,NA
207,audio/mpeg,mp3,MPEG-1 or MPEG-2 audio layer III,2,5446914,504600,NA
