vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
335,video/mp4,mp4,MPEG-4 video,88,93150708590,317309162,NA
335,audio/mpeg,mp3,MPEG-1 or MPEG-2 audio layer III,48,14222948112,2401985160,NA
