vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
781,video/mp4,mp4,MPEG-4 video,2,187789478,2098453,NA
781,text/csv,csv,Comma-separated values,1,3338,0,NA
781,image/png,png,Portable network graphics,1,399546,0,NA
781,application/pdf,pdf,Portable document,1,59953,0,NA
781,application/vnd.datavyu,opf,Datavyu,1,798,0,NA
