vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
339,image/jpeg,jpg,JPEG image,1,940881,0,NA
339,audio/mpeg,mp3,MPEG-1 or MPEG-2 audio layer III,992,110841216,9221976,NA
