vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
1005,video/mp4,mp4,MPEG-4 video,204,0,158397136,NA
1005,application/x-spss-sav,sav,SPSS System File,1,0,0,NA
