vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
667,video/mp4,mp4,MPEG-4 video,44,48156906351,159437506,NA
667,audio/mpeg,mp3,MPEG-1 or MPEG-2 audio layer III,44,13784062092,2335062924,NA
