vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
99,video/mp4,mp4,MPEG-4 video,1,3152269,60094,NA
99,text/plain,txt,Plain text,9,3386,0,NA
99,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,Microsoft Excel (Office Open XML) workbook,1,706061,0,NA
