vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
1,video/mp4,mp4,MPEG-4 video,75,94702732615,252528446,NA
1,audio/mpeg,mp3,MPEG-1 or MPEG-2 audio layer III,2,519192569,30221400,NA
1,text/csv,csv,Comma-separated values,2,2243,0,NA
1,image/png,png,Portable network graphics,1,104419,0,NA
1,application/pdf,pdf,Portable document,47,854194171,0,NA
1,application/vnd.datavyu,opf,Datavyu,1,1030,0,NA
