vol_id,mimetype,extension,asset_type,n_files,tot_size,tot_dur,duration
608,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,Microsoft Word (Office Open XML) document,1,19280,0,NA
608,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,Microsoft Excel (Office Open XML) workbook,1,22751,0,NA
