vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
827,application/vnd.datavyu,opf,Datavyu,40,0.0012216796875,0
827,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,Microsoft Word (Office Open XML) document,1,6.89482421875e-5,0
827,video/mp4,mp4,MPEG-4 video,184,158.82709317871092,144.82143805555555
