vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
1304,application/x-spss-sav,sav,SPSS System File,1,1.07880859375e-5,0
1304,video/mp4,mp4,MPEG-4 video,300,12.045548640625,17.776281111111114
