session_id,session_name,session_date,session_release,vol_id
41702,ShapeSorterS#12_04,2017-04-07,EXCERPTS,1011
41703,ShapeSorterS#17_04,2017-04-28,EXCERPTS,1011
41704,ShapeSorterS#19_AD,2017-XX-XX,NA,1011
41705,ShapeSorterS#22_04,2017-06-28,EXCERPTS,1011
41706,ShapeSorterS#21_AD,2017-06-27,EXCERPTS,1011
41707,ShapeSorterS#23_04,2017-06-28,EXCERPTS,1011
41708,ShapeSorterS#24_AD,2017-06-29,EXCERPTS,1011
41709,ShapeSorterS#33_AD,2017-07-11,EXCERPTS,1011
41711,ShapeSorterS#34_AD,2017-07-14,EXCERPTS,1011
41712,ShapeSorterS#36_AD,2017-XX-XX,NA,1011
41714,ShapeSorterS#35_AD,2017-XX-XX,PRIVATE,1011
41715,ShapeSorterS#38_AD,2017-07-21,EXCERPTS,1011
41716,ShapeSorterS#39_AD,2017-07-25,EXCERPTS,1011
41718,ShapeSorterS#44_04,2017-08-03,EXCERPTS,1011
41719,ShapeSorterS#44_02,2017-08-01,EXCERPTS,1011
41721,ShapeSorterS#43_AD,2017-08-01,EXCERPTS,1011
41722,ShapeSorterS#45_04,2017-08-04,EXCERPTS,1011
41723,ShapeSorterS#46_AD,2017-08-04,EXCERPTS,1011
41724,ShapeSorterS#47_04,2017-08-08,EXCERPTS,1011
41725,ShapeSorterS#48_04,2017-08-09,SHARED,1011
41726,ShapeSorterS#51_04,2017-08-21,EXCERPTS,1011
41727,ShapeSorterS#25_AD,2017-06-29,EXCERPTS,1011
41728,ShapeSorterS#26_AD,2017-06-29,EXCERPTS,1011
41729,ShapeSorterS#28_AD,2017-07-03,EXCERPTS,1011
41730,ShapeSorterS#29_AD,2017-07-07,EXCERPTS,1011
41731,ShapeSorterS#30_AD,2017-07-07,EXCERPTS,1011
41732,ShapeSorterS#31_AD,2017-07-07,EXCERPTS,1011
41733,ShapeSorterS#53_04,2017-10-25,EXCERPTS,1011
41734,ShapeSorterS#55_04,2017-10-30,EXCERPTS,1011
41735,ShapeSorterS#56_04,2017-11-03,EXCERPTS,1011
41736,ShapeSorterS#58_04,2018-XX-XX,PRIVATE,1011
41737,ShapeSorterS#59_04,2018-02-20,EXCERPTS,1011
41738,ShapeSorterS#61_04,2018-03-02,EXCERPTS,1011
41739,ShapeSorterS#62_04,2018-03-02,EXCERPTS,1011
41740,ShapeSorterS#65_04,2018-03-16,EXCERPTS,1011
41741,ShapeSorterS#67_AD,2018-03-27,EXCERPTS,1011
41742,ShapeSorterS#66_AD,2018-03-27,EXCERPTS,1011
41762,ShapeSorterS#70_AD,2018-03-30,EXCERPTS,1011
41763,ShapeSorterS#71_AD,2018-03-30,EXCERPTS,1011
41764,ShapeSorterS#74_04,2018-05-11,EXCERPTS,1011
41765,ShapeSorterS#75_04,2018-05-25,EXCERPTS,1011
41766,ShapeSorterS#76_04,2018-05-31,EXCERPTS,1011
41767,ShapeSorterS#77_04,2018-06-19,EXCERPTS,1011
41768,ShapeSorterS#78_04,2018-06-21,EXCERPTS,1011
41769,ShapeSorterS#79_04,2018-07-16,EXCERPTS,1011
41770,ShapeSorterS#52_04,2017-08-25,EXCERPTS,1011
41771,ShapeSorterS#57_04,2017-11-06,EXCERPTS,1011
42053,ShapeSorterS#69_AD,2018-03-27,EXCERPTS,1011
47089,NA,materials,NA,1011
