session_id,session_name,session_date,session_release,vol_id
36494,Weltentdecker Zurich,materials,NA,896
36928,Babylab Nijmegen,materials,NA,896
36930,Babylab Brookes,materials,NA,896
36931,Babylab Leiden,materials,NA,896
36932,Babylab Reading,materials,NA,896
36956,Babylab Saarland,materials,NA,896
41142,Purdue Infant Speech Lab,materials,NA,896
41237,Babylab Konstanz,materials,NA,896
41238,Babylablang Essex,materials,NA,896
41239,Babylab Potsdam,materials,NA,896
41240,CogDevLab BYU,materials,NA,896
41242,Babylab Princeton,materials,NA,896
41246,Babylab Utrecht,materials,NA,896
41247,Babylab Victoria University of Wellington,materials,NA,896
41248,Babyling Oslo,materials,NA,896
41251,BCHD Osu,materials,NA,896
41252,BCL Bogazici,materials,NA,896
41253,BCRL UNLV,materials,NA,896
41254,BLL UManitoba,materials,NA,896
41261,ELL Skidmore,materials,NA,896
41262,ESCO MPI CBS Leipzig,materials,NA,896
41276,ICCL BC,materials,NA,896
41277,iLEAP,materials,NA,896
41278,Infant Language Centre NUS,materials,NA,896
41280,InfantCog UBC,materials,NA,896
41282,InfantLL Madison,materials,NA,896
41283,Infantstudies UBC,materials,NA,896
41284,IRL Concordia,materials,NA,896
41286,ISPLab McGill,materials,NA,896
41287,JMUCDL,materials,NA,896
41289,Kyoto Babylab,materials,NA,896
41290,LabUNAM,materials,NA,896
41292,LCD,materials,NA,896
41293,LCDU Leeds,materials,NA,896
41294,LLL Liv,materials,NA,896
41295,LSCP PSL,materials,NA,896
41297,MinDevLab Milan,materials,NA,896
41298,MQ CLL,materials,NA,896
41299,MusDev UTM,materials,NA,896
41300,POCD Northwestern,materials,NA,896
41301,SocialCog UMiami,materials,NA,896
41399,Callab,materials,NA,896
