session_id,session_name,session_date,session_release,vol_id
53979,NA,materials,NA,1304
54252,"Contagion PB Behavioral Time 1, S4",2013-03-06,SHARED,1304
54258,"Contagion PB Behavioral Time 1, S7",2013-03-16,SHARED,1304
54259,"Contagion PB Behavioral Time 1, S11",2013-03-06,SHARED,1304
54260,"Contagion PB Behavioral Time 1, S14",2013-05-21,SHARED,1304
54261,"Contagion PB Behavioral Time 1, S17",2013-05-21,SHARED,1304
54262,"Contagion PB Behavioral Time 1, S20",2013-05-24,SHARED,1304
54263,"Contagion PB Behavioral Time 1, S33",2013-06-20,SHARED,1304
54267,"Contagion PB Behavioral Time 1, S54",2014-05-08,SHARED,1304
54268,"Contagion PB Behavioral Time 1, S55",2014-05-08,SHARED,1304
54269,"Contagion PB Behavioral Time 1, S62",2014-05-20,SHARED,1304
54270,"Contagion PB Behavioral Time 1, S63",2014-05-20,SHARED,1304
54271,"Contagion PB Biological Time 1, S5",2013-03-06,SHARED,1304
54272,"Contagion PB Biological Time 1, S13",2013-05-21,SHARED,1304
54273,"Contagion PB Biological Time 1, S15",2013-05-21,SHARED,1304
54274,"Contagion PB Biological Time 1, S21",2013-05-24,SHARED,1304
54275,"Contagion PB Biological Time 1, S22",2013-05-24,SHARED,1304
54276,"Contagion PB Biological Time 1, S26",2013-05-24,SHARED,1304
54277,"Contagion PB Biological Time 1, S29",2013-05-24,SHARED,1304
54278,"Contagion PB Biological Time 1, S42",2014-04-24,SHARED,1304
54279,"Contagion PB Biological Time 1, S44",2014-04-24,SHARED,1304
54280,"Contagion PB Biological Time 1, S46",2014-04-24,SHARED,1304
54281,"Contagion PB Biological Time 1, S51",2014-05-07,SHARED,1304
54282,"Contagion PB Biological Time 1, S64",2014-05-20,SHARED,1304
54283,"Contagion PB Physical Time 1, S3",2013-03-06,SHARED,1304
54284,"Contagion PB Physical Time 1, S16",2013-05-21,SHARED,1304
54285,"Contagion PB Physical Time 1, S18",2013-05-21,SHARED,1304
54286,"Contagion PB Physical Time 1, S23",2013-05-24,SHARED,1304
54370,"Contagion PB Physical Time 1, S36",2013-11-15,SHARED,1304
54371,"Contagion PB Physical Time 1, S43",2014-04-24,SHARED,1304
54372,"Contagion PB Physical Time 1, S50",2014-05-07,SHARED,1304
54373,"Contagion PB Physical Time 1, S52",2014-05-07,SHARED,1304
54374,"Contagion PB Physical Time 1, S53",2014-05-07,SHARED,1304
54375,"Contagion PB Physical Time 1, S58",2014-05-08,SHARED,1304
54376,"Contagion PB Physical Time 1, S59",2014-05-20,SHARED,1304
54377,"Contagion PB Physical Time 1, S60",2014-05-20,SHARED,1304
54378,"Contagion PB Physical Time 1, S61",2014-05-20,SHARED,1304
54442,"Contagion PB Behavioral Time 1, S19",2013-05-24,SHARED,1304
54443,"Contagion PB Behavioral Time 1, S6",2013-03-06,SHARED,1304
54445,"Contagion PB Behavioral Time 1, S27",2013-05-24,SHARED,1304
54446,"Contagion PB Behavioral Time 1, S30",2013-05-24,SHARED,1304
54447,"Contagion PB Behavioral Time 1, S38",2013-11-15,SHARED,1304
54448,"Contagion PB Behavioral Time 1, S39",2013-11-15,SHARED,1304
54449,"Contagion PB Behavioral Time 1, S47",2014-04-24,SHARED,1304
54450,"Contagion PB Behavioral Time 1, S49",2014-05-07,SHARED,1304
54451,"Contagion PB Behavioral Time 1, S66",2014-05-20,SHARED,1304
54452,"Contagion PB Behavioral Time 1, S67",2014-05-20,SHARED,1304
54453,"Contagion PB Biological Time 1, S34",2013-06-20,SHARED,1304
54454,"Contagion PB Biological Time 1, S57",2014-05-08,SHARED,1304
54455,"Contagion PB Biological Time 1, S65",2014-05-20,SHARED,1304
54456,"Contagion PB Biological Time 1, S8",2013-03-06,SHARED,1304
54631,"Contagion PB Biological Time 1, S9",2013-03-06,SHARED,1304
54632,"Contagion PB Biological Time 1, S12",2013-03-06,SHARED,1304
54633,"Contagion PB Biological Time 1, S35",2013-11-15,SHARED,1304
54676,"Contagion PB Physical Time 1, S1",2013-03-06,SHARED,1304
54721,"Contagion PB Physical Time 1, S2",2013-03-16,SHARED,1304
54748,"Contagion PB Physical Time 1, S10",2013-03-06,SHARED,1304
54749,"Contagion PB Physical Time 1, S24",2013-05-24,SHARED,1304
54750,"Contagion PB Physical Time 1, S28",2013-05-24,SHARED,1304
54751,"Contagion PB Physical Time 1, S31",2013-06-20,SHARED,1304
54752,"Contagion PB Physical Time 1, S37",2013-11-15,SHARED,1304
54753,"Contagion PB Physical Time 1, S45",2014-04-24,SHARED,1304
54754,"Contagion PB Physical Time 1, S48",2014-05-07,SHARED,1304
54755,"Contagion PB Behavioral Time 2, S4",NA,SHARED,1304
54760,"Contagion PB Behavioral Time 2, S6",NA,SHARED,1304
54762,"Contagion PB Behavioral Time 2, S7",NA,SHARED,1304
54763,"Contagion PB Behavioral Time 2, S11",NA,SHARED,1304
54764,"Contagion PB Behavioral Time 2, S14",NA,SHARED,1304
54765,"Contagion PB Behavioral Time 2, S17",NA,SHARED,1304
54766,"Contagion PB Behavioral Time 2, S19",NA,SHARED,1304
54767,"Contagion PB Behavioral Time 2, S20",NA,SHARED,1304
54768,"Contagion PB Behavioral Time 2, S25",NA,SHARED,1304
54769,"Contagion PB Behavioral Time 2, S27",NA,SHARED,1304
