session_id,session_name,session_date,session_release,vol_id
44020,DB_LB_1617,NA,NA,987
44021,Internal Documentation,materials,NA,987
46052,TR_AV_1920,NA,NA,987
47209,Highlight Clips,materials,NA,987
53364,Classroom visualization key,materials,NA,987
55343,TR_TU_1920,NA,NA,987
55366,PR_LA_1819,NA,NA,987
55367,PR_LP_1819,NA,NA,987
55379,PR_LP_1920,NA,NA,987
55384,PR_LA_1920,NA,NA,987
55795,PR_RA_1819,NA,NA,987
55796,DB_LB_1819,NA,NA,987
55798,DB_LB_1718,NA,NA,987
58875,DB_SF_2122_test,NA,NA,987
59007,ES_Rm4_2122_test,NA,NA,987
59045,Export audio,materials,NA,987
