session_id,session_name,session_date,session_release,participant_ID,vol_id
52852,NA,NA,SHARED,P01,1279
52853,NA,NA,SHARED,P02,1279
52854,NA,NA,SHARED,P03,1279
52855,NA,NA,SHARED,P04,1279
52856,NA,NA,SHARED,P05,1279
52857,NA,NA,SHARED,P06,1279
52858,NA,NA,SHARED,P07,1279
52859,NA,NA,SHARED,P08,1279
52860,NA,NA,SHARED,P09,1279
52861,NA,NA,SHARED,P10,1279
52862,NA,NA,SHARED,P12,1279
52863,NA,NA,SHARED,P13,1279
52864,NA,NA,SHARED,P15,1279
52865,NA,NA,SHARED,P16,1279
52866,NA,materials,NA,NA,1279
