session_id,session_name,session_date,session_release,vol_id
57184,Twitching in a P8 rat with M1 activity,NA,PUBLIC,1311
57185,Twitching in a P12 rat with M1 activity,NA,PUBLIC,1311
57186,Twitching 2-week-old human infant at three playback speeds,NA,PUBLIC,1311
57187,Comparison of twitching in 2-week-old human infant and P8 rat,NA,PUBLIC,1311
57188,Limb movements and M1 activity in P8 rat,NA,PUBLIC,1311
57189,Twitching in a P8 rat,NA,PUBLIC,1311
57190,Slow-motion elbow extension in a twitching P8 rat,NA,PUBLIC,1311
57191,Slow-motion shoulder abduction in a twitching P8 rat,NA,PUBLIC,1311
57192,Slow-motion left-right shoulder abduction in a twitching P8 rat,NA,PUBLIC,1311
57193,Slow-motion multiple twitches in a P8 rat,NA,PUBLIC,1311
57194,Whisker twitching in P4 rats,NA,PUBLIC,1311
57195,Twitching and cortical sleep spindles in a sleeping 6-month-old human infant,NA,PUBLIC,1311
57196,Agonist-antagonist twitch pair in a 10-day-old wild-type mouse,NA,PUBLIC,1311
