"vol.id","session.id","asset.id","format","duration","permission","mimetype","extension"
5,6107,25474,-800,3165043,3,"video/mp4","mp4"
5,6107,25475,-800,607808,3,"video/mp4","mp4"
5,6108,11859,-800,3181546,3,"video/mp4","mp4"
5,9855,38977,-800,85147,3,"video/mp4","mp4"
7,135,252,-800,2130462,3,"video/mp4","mp4"
7,136,278,-800,1631697,3,"video/mp4","mp4"
7,137,261,-800,1585718,3,"video/mp4","mp4"
7,138,275,-800,1472038,3,"video/mp4","mp4"
7,139,226,-800,1988587,3,"video/mp4","mp4"
7,140,249,-800,1216182,3,"video/mp4","mp4"
7,141,205,-800,1091891,3,"video/mp4","mp4"
7,142,299,-800,1490790,3,"video/mp4","mp4"
7,143,277,-800,1477376,3,"video/mp4","mp4"
7,144,260,-800,1398698,3,"video/mp4","mp4"
7,145,203,-800,1266566,3,"video/mp4","mp4"
7,146,246,-800,1354055,3,"video/mp4","mp4"
7,147,287,-800,1367659,3,"video/mp4","mp4"
7,148,293,-800,1279062,3,"video/mp4","mp4"
7,149,234,-800,1695446,3,"video/mp4","mp4"
7,150,222,-800,1742059,3,"video/mp4","mp4"
7,151,202,-800,2373462,3,"video/mp4","mp4"
7,152,300,-800,1816854,3,"video/mp4","mp4"
7,153,245,-800,2310848,3,"video/mp4","mp4"
7,154,210,-800,1825900,3,"video/mp4","mp4"
7,155,285,-800,1702059,3,"video/mp4","mp4"
7,156,304,-800,1896064,3,"video/mp4","mp4"
7,157,221,-800,1881643,3,"video/mp4","mp4"
7,158,301,-800,2530859,3,"video/mp4","mp4"
7,159,258,-800,2035264,3,"video/mp4","mp4"
7,160,257,-800,1830865,3,"video/mp4","mp4"
7,161,259,-800,1605462,3,"video/mp4","mp4"
7,162,266,-800,1660459,3,"video/mp4","mp4"
7,163,207,-800,1803769,3,"video/mp4","mp4"
7,164,214,-800,1659258,3,"video/mp4","mp4"
7,165,223,-800,1092559,3,"video/mp4","mp4"
7,166,253,-800,1543342,3,"video/mp4","mp4"
7,167,236,-800,1429629,3,"video/mp4","mp4"
7,168,240,-800,2166848,3,"video/mp4","mp4"
7,169,297,-800,1593664,3,"video/mp4","mp4"
7,170,298,-800,2333867,3,"video/mp4","mp4"
7,171,224,-800,1227456,3,"video/mp4","mp4"
7,172,281,-800,2170454,3,"video/mp4","mp4"
7,173,272,-800,1945664,3,"video/mp4","mp4"
7,174,284,-800,1714262,3,"video/mp4","mp4"
7,175,279,-800,2036671,3,"video/mp4","mp4"
7,176,262,-800,2315649,3,"video/mp4","mp4"
7,177,212,-800,2568064,3,"video/mp4","mp4"
7,178,229,-800,2282262,3,"video/mp4","mp4"
7,179,282,-800,2768854,3,"video/mp4","mp4"
7,180,243,-800,2808064,3,"video/mp4","mp4"
7,181,303,-800,2407875,3,"video/mp4","mp4"
7,182,290,-800,2159851,3,"video/mp4","mp4"
7,183,267,-800,2179648,3,"video/mp4","mp4"
7,184,231,-800,2477278,3,"video/mp4","mp4"
7,185,306,-800,2746667,3,"video/mp4","mp4"
7,186,268,-800,2023257,3,"video/mp4","mp4"
7,187,286,-800,2817451,3,"video/mp4","mp4"
7,6110,9196,-800,2446311,3,"video/mp4","mp4"
7,6111,9198,-800,1728961,3,"video/mp4","mp4"
7,6253,9625,-800,4977,3,"video/mp4","mp4"
8,190,348,-800,1105071,2,"video/mp4","mp4"
8,191,400,-800,1051618,0,"video/mp4","mp4"
8,192,371,-800,1253219,2,"video/mp4","mp4"
8,193,415,-800,1184384,0,"video/mp4","mp4"
8,194,323,-800,1465131,2,"video/mp4","mp4"
8,195,361,-800,1178077,2,"video/mp4","mp4"
8,196,392,-800,1241808,2,"video/mp4","mp4"
8,197,386,-800,1153019,0,"video/mp4","mp4"
8,198,362,-800,1152485,2,"video/mp4","mp4"
8,199,394,-800,3196827,2,"video/mp4","mp4"
8,200,396,-800,1099265,0,"video/mp4","mp4"
8,201,451,-800,895061,2,"video/mp4","mp4"
8,202,341,-800,1160026,0,"video/mp4","mp4"
8,203,343,-800,2423455,2,"video/mp4","mp4"
8,204,319,-800,2512577,2,"video/mp4","mp4"
8,205,464,-800,1032866,0,"video/mp4","mp4"
8,206,408,-800,537371,0,"video/mp4","mp4"
8,207,325,-800,1145879,2,"video/mp4","mp4"
8,208,446,-800,1037604,2,"video/mp4","mp4"
8,209,420,-800,1977343,0,"video/mp4","mp4"
8,210,429,-800,1521754,2,"video/mp4","mp4"
8,211,452,-800,1175475,2,"video/mp4","mp4"
8,212,431,-800,1982548,2,"video/mp4","mp4"
8,213,440,-800,1070537,2,"video/mp4","mp4"
8,214,398,-800,1362328,2,"video/mp4","mp4"
8,215,356,-800,1093760,0,"video/mp4","mp4"
8,216,383,-800,1108908,2,"video/mp4","mp4"
8,217,448,-800,1225558,0,"video/mp4","mp4"
8,218,352,-800,1080346,2,"video/mp4","mp4"
8,219,417,-800,1330830,2,"video/mp4","mp4"
8,220,423,-800,1048448,2,"video/mp4","mp4"
8,221,387,-800,1117116,2,"video/mp4","mp4"
8,222,344,-800,1101167,2,"video/mp4","mp4"
8,223,414,-800,1092959,2,"video/mp4","mp4"
8,224,365,-800,1160059,2,"video/mp4","mp4"
8,225,437,-800,1624023,2,"video/mp4","mp4"
8,226,347,-800,1156322,2,"video/mp4","mp4"
8,227,363,-800,925558,2,"video/mp4","mp4"
8,228,424,-800,2190289,2,"video/mp4","mp4"
8,229,399,-800,1111544,2,"video/mp4","mp4"
8,230,432,-800,1115548,2,"video/mp4","mp4"
8,231,391,-800,1144244,0,"video/mp4","mp4"
8,232,466,-800,1407173,2,"video/mp4","mp4"
8,233,457,-800,1076843,2,"video/mp4","mp4"
8,234,380,-800,1331831,0,"video/mp4","mp4"
8,235,357,-800,1081047,0,"video/mp4","mp4"
8,236,358,-800,1096296,2,"video/mp4","mp4"
8,237,428,-800,1085452,2,"video/mp4","mp4"
8,238,332,-800,1392291,2,"video/mp4","mp4"
8,239,459,-800,1017317,2,"video/mp4","mp4"
8,240,443,-800,1300533,2,"video/mp4","mp4"
8,241,430,-800,1168234,2,"video/mp4","mp4"
8,242,353,-800,1036128,0,"video/mp4","mp4"
8,243,318,-800,1281152,2,"video/mp4","mp4"
8,244,381,-800,1052256,2,"video/mp4","mp4"
8,245,405,-800,1080192,2,"video/mp4","mp4"
8,246,442,-800,1268480,2,"video/mp4","mp4"
8,247,366,-800,1061408,2,"video/mp4","mp4"
8,248,316,-800,1123168,2,"video/mp4","mp4"
8,249,395,-800,1107040,2,"video/mp4","mp4"
8,250,360,-800,975075,2,"video/mp4","mp4"
8,251,460,-800,1164764,0,"video/mp4","mp4"
8,252,433,-800,1083616,2,"video/mp4","mp4"
8,253,407,-800,1071204,2,"video/mp4","mp4"
8,254,349,-800,1151117,2,"video/mp4","mp4"
8,255,416,-800,1103470,2,"video/mp4","mp4"
8,256,426,-800,1067367,2,"video/mp4","mp4"
8,257,456,-800,1070203,2,"video/mp4","mp4"
8,258,389,-800,2408206,0,"video/mp4","mp4"
8,259,455,-800,1171204,2,"video/mp4","mp4"
8,260,369,-800,1149516,2,"video/mp4","mp4"
8,261,465,-800,1143676,2,"video/mp4","mp4"
8,262,354,-800,917417,0,"video/mp4","mp4"
8,263,410,-800,7875,2,"video/mp4","mp4"
8,264,413,-800,1071204,2,"video/mp4","mp4"
8,265,368,-800,1332365,0,"video/mp4","mp4"
8,266,393,-800,1040039,2,"video/mp4","mp4"
8,267,436,-800,1794659,2,"video/mp4","mp4"
8,268,384,-800,1159526,2,"video/mp4","mp4"
8,269,418,-800,1116449,2,"video/mp4","mp4"
8,270,403,-800,1116449,2,"video/mp4","mp4"
8,271,355,-800,1115682,2,"video/mp4","mp4"
8,272,342,-800,1030263,0,"video/mp4","mp4"
8,273,462,-800,1077377,2,"video/mp4","mp4"
8,274,328,-800,1175275,0,"video/mp4","mp4"
8,275,461,-800,1087854,2,"video/mp4","mp4"
8,276,321,-800,1334534,2,"video/mp4","mp4"
8,277,427,-800,1156523,0,"video/mp4","mp4"
8,278,449,-800,1119586,2,"video/mp4","mp4"
8,279,333,-800,1187387,2,"video/mp4","mp4"
8,280,402,-800,1246212,2,"video/mp4","mp4"
8,281,317,-800,1615614,2,"video/mp4","mp4"
8,282,374,-800,1060727,2,"video/mp4","mp4"
8,283,397,-800,1463429,2,"video/mp4","mp4"
8,284,334,-800,1439071,2,"video/mp4","mp4"
8,285,339,-800,1235001,2,"video/mp4","mp4"
8,286,330,-800,1418184,2,"video/mp4","mp4"
8,287,372,-800,1323656,2,"video/mp4","mp4"
8,288,422,-800,1089989,0,"video/mp4","mp4"
8,289,421,-800,1107106,2,"video/mp4","mp4"
8,290,444,-800,980647,2,"video/mp4","mp4"
8,291,401,-800,1310510,2,"video/mp4","mp4"
8,292,322,-800,1061594,2,"video/mp4","mp4"
8,293,458,-800,1235101,2,"video/mp4","mp4"
8,294,419,-800,1150216,0,"video/mp4","mp4"
8,295,346,-800,907841,2,"video/mp4","mp4"
8,296,438,-800,1120787,0,"video/mp4","mp4"
8,297,337,-800,1053019,2,"video/mp4","mp4"
8,298,324,-800,969135,2,"video/mp4","mp4"
8,299,350,-800,979279,2,"video/mp4","mp4"
8,300,367,-800,1295762,2,"video/mp4","mp4"
8,301,331,-800,1549582,2,"video/mp4","mp4"
8,302,390,-800,1208942,2,"video/mp4","mp4"
8,303,376,-800,1223990,0,"video/mp4","mp4"
8,304,382,-800,1182248,0,"video/mp4","mp4"
8,305,454,-800,1117484,2,"video/mp4","mp4"
8,306,450,-800,1030964,0,"video/mp4","mp4"
8,307,439,-800,1078244,2,"video/mp4","mp4"
8,308,435,-800,1223790,2,"video/mp4","mp4"
8,309,379,-800,1326259,2,"video/mp4","mp4"
8,310,411,-800,1383516,2,"video/mp4","mp4"
8,311,326,-800,2178043,2,"video/mp4","mp4"
8,312,404,-800,1188588,2,"video/mp4","mp4"
8,313,468,-800,1045478,0,"video/mp4","mp4"
8,314,469,-800,1182148,0,"video/mp4","mp4"
8,315,388,-800,1471103,2,"video/mp4","mp4"
8,316,338,-800,1220119,2,"video/mp4","mp4"
8,317,377,-800,1093526,2,"video/mp4","mp4"
8,318,445,-800,1569201,0,"video/mp4","mp4"
8,319,412,-800,1917383,2,"video/mp4","mp4"
8,320,359,-800,1306272,2,"video/mp4","mp4"
8,321,336,-800,1123056,0,"video/mp4","mp4"
8,322,351,-800,1131297,0,"video/mp4","mp4"
8,323,335,-800,1316883,2,"video/mp4","mp4"
8,324,345,-800,1135268,0,"video/mp4","mp4"
8,325,327,-800,933066,0,"video/mp4","mp4"
8,326,375,-800,1118133,0,"video/mp4","mp4"
8,327,373,-800,1122622,0,"video/mp4","mp4"
8,328,434,-800,1183149,2,"video/mp4","mp4"
8,329,329,-800,1117684,2,"video/mp4","mp4"
8,330,470,-800,345579,0,"video/mp4","mp4"
8,331,340,-800,1227460,0,"video/mp4","mp4"
8,332,425,-800,1277477,0,"video/mp4","mp4"
8,333,409,-800,1143510,2,"video/mp4","mp4"
8,334,364,-800,1163196,2,"video/mp4","mp4"
8,335,406,-800,982515,2,"video/mp4","mp4"
8,336,378,-800,1345712,0,"video/mp4","mp4"
