vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
11,application/pdf,pdf,Portable document,2,0.00739560546875,0
11,application/vnd.datavyu,opf,Datavyu,182,7.05078125e-7,0
11,image/jpeg,jpg,JPEG image,5,0,0
11,text/plain,txt,Plain text,1,5.2734375e-6,0
11,video/mp4,mp4,MPEG-4 video,240,0,304.34204138888884
