vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
43,audio/mpeg,mp3,MPEG-1 or MPEG-2 audio layer III,1,0,0.0035555555555555557
43,video/mp4,mp4,MPEG-4 video,1,0,0.011307777777777778
