vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
876,application/pdf,pdf,Portable document,49,0.01715490234375,0
876,video/mp4,mp4,MPEG-4 video,86,10.902740735351562,18.717322222222222
