vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
1187,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,Microsoft Excel (Office Open XML) workbook,2,1.945986328125e-4,0
