vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
1358,application/pdf,pdf,Portable document,5,0.0376351904296875,0
1358,application/vnd.datavyu,opf,Datavyu,1,0,0
1358,text/csv,csv,Comma-separated values,37,0.00751435546875,0
1358,text/plain,txt,Plain text,29,1.3361328125e-4,0
1358,video/mp4,mp4,MPEG-4 video,2,0,0.0060475
