vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
1361,application/vnd.datavyu,opf,Datavyu,102,0,0
1361,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,Microsoft Word (Office Open XML) document,1,0,0
