vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
90,text/x-chat,cha,Codes for the Human Analysis of Transcripts,314,0,0
90,video/mp4,mp4,MPEG-4 video,315,0,302.9645605555555
