vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
739,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,Microsoft Excel (Office Open XML) workbook,302,3.366728515625e-4,0
739,video/mp4,mp4,MPEG-4 video,300,0.042635361328125,3.936435
