vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
253,audio/mpeg,mp3,MPEG-1 or MPEG-2 audio layer III,1,0,0.12942944444444446
253,video/mp4,mp4,MPEG-4 video,115,0,13.031525555555556
