vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
819,application/pdf,pdf,Portable document,1,1.682578125e-4,0
819,application/x-spss-sav,sav,SPSS System File,5,1.48826171875e-4,0
