vol_id,mimetype,extension,asset_type,n_files,tot_size_gb,tot_dur_hrs
1550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,Microsoft Excel (Office Open XML) workbook,2,4.380859375e-5,0
1550,text/rtf,rtf,Rich text format,22,0,0
