inst_id,inst_name,inst_url,n_auth_invest,daa,lat,lon
113,Tulane University,https://tulane.edu/,5,TRUE,29.9403477,-90.12072790000002
114,"University of Massachusetts, Boston",https://www.umb.edu/,3,TRUE,NA,NA
115,Virginia Tech,https://vt.edu/,4,TRUE,37.22838429999999,-80.42341669999996
116,University of Georgia,https://www.uga.edu/,1,TRUE,33.9480053,-83.37732210000001
119,Vanderbilt University,https://www.vanderbilt.edu/,6,TRUE,36.1447034,-86.80265509999998
122,New York State Institute for Basic Research in Developmental Disabilities,NA,0,FALSE,40.5976369,-74.14218540000002
128,Texas A&M University,https://www.tamu.edu/,2,TRUE,30.618531,-96.336499
134,Yale University,https://www.yale.edu/,4,TRUE,41.3163244,-72.92234309999998
135,Brigham Young University,https://www.byu.edu/,3,TRUE,40.2518435,-111.64931560000002
136,Georgetown University,https://www.georgetown.edu/,3,TRUE,38.9076089,-77.07225849999998
137,"University of Maryland, College Park",https://www.umd.edu/,18,TRUE,NA,NA
139,University of Sheffield,NA,0,FALSE,53.3809409,-1.4879468999999972
140,University of Reading,http://www.reading.ac.uk/,2,TRUE,51.4414205,-0.9418157000000065
141,"University of California, Berkeley",http://www.berkeley.edu/,3,TRUE,NA,NA
142,"University of California, Riverside",http://www.ucr.edu/,5,TRUE,NA,NA
143,University of Padua,NA,4,TRUE,NA,NA
144,Ludwig Maximilian University of Munich,https://www.en.uni-muenchen.de/index.html,2,TRUE,48.150806,11.580429999999978
146,Temple University,https://www.temple.edu/,7,TRUE,39.9811935,-75.15535119999998
156,University of Hartford,NA,0,FALSE,41.7985989,-72.71400019999999
157,University of Pittsburgh,https://www.pitt.edu/,4,TRUE,40.4443533,-79.96083499999997
159,"Birkbeck, University of London",http://www.bbk.ac.uk/,3,TRUE,NA,NA
164,Georgia Institute of Technology,https://www.gatech.edu/,4,TRUE,33.7756178,-84.39628499999998
165,Ryerson University,http://www.ryerson.ca/,4,TRUE,43.6576585,-79.3788017
166,University of Oregon,https://www.uoregon.edu/,6,TRUE,44.0448302,-123.07260550000001
167,University of New Mexico,http://www.unm.edu/,2,TRUE,35.0843187,-106.61978120000003
168,University of Portsmouth,http://www.port.ac.uk/,5,TRUE,50.79512870000001,-1.093568600000026
169,University of Redlands,NA,0,FALSE,34.0630404,-117.16324259999999
170,Duke University,https://www.duke.edu/,2,TRUE,36.0014258,-78.9382286
171,Stanford University,https://www.stanford.edu/,8,TRUE,37.4274745,-122.16971899999999
172,"College of Staten Island, CUNY",https://www.csi.cuny.edu/,5,TRUE,NA,NA
173,"University of California, San Diego",https://ucsd.edu/,3,TRUE,NA,NA
174,Gallaudet University,https://my.gallaudet.edu/,3,TRUE,38.908422,-76.9923875
175,Albert Einstein College of Medicine,http://www.einstein.yu.edu/,0,TRUE,40.8521451,-73.84439380000003
176,Arizona State University,https://www.asu.edu/,7,TRUE,33.4242399,-111.92805269999997
177,Babes-Bolyai University,http://www.ubbcluj.ro/en/,3,TRUE,46.7677955,23.59127620000004
178,Boston College,https://www.bc.edu/,4,TRUE,42.3355488,-71.16849450000001
179,Boston University,https://www.bu.edu/,12,TRUE,42.3504997,-71.1053991
180,Bucknell University,http://www.bucknell.edu/,0,FALSE,40.9546869,-76.88355139999999
181,Columbia University,https://www.columbia.edu/,1,TRUE,40.8075355,-73.96257270000001
182,Cornell University,https://www.cornell.edu/,5,TRUE,42.4534492,-76.47350269999998
183,Dartmouth College,https://home.dartmouth.edu/,0,FALSE,NA,NA
184,East Carolina University,https://www.ecu.edu/,1,TRUE,35.6055108,-77.36456529999998
185,East Tennessee State University,http://www.etsu.edu/ehome/,2,TRUE,36.3025374,-82.37019329999998
186,Emory University,http://www.emory.edu/home/index.html,5,TRUE,33.7925195,-84.32399889999999
187,Florida International University,https://www.fiu.edu/,2,TRUE,25.756576,-80.37394899999998
188,George Mason University,https://www2.gmu.edu/,4,TRUE,38.8315541,-77.31208850000002
189,George Washington University,https://www.gwu.edu/,2,TRUE,38.8997145,-77.04859920000001
190,Harvard University,https://www.harvard.edu/,4,TRUE,42.3770029,-71.11666009999999
193,Johns Hopkins University,https://www.jhu.edu/,3,TRUE,39.3299013,-76.6205177
194,Lafayette College,https://www.lafayette.edu/,1,TRUE,40.6986202,-75.20872980000001
195,Massachusetts Institute of Technology,http://web.mit.edu/,4,TRUE,42.360091,-71.09415999999999
196,Montclair State University,http://www.montclair.edu/,1,TRUE,40.8644792,-74.19855969999998
198,North Dakota State University,https://www.ndsu.edu/,1,TRUE,46.8977528,-96.80243669999999
199,Northeastern University,https://www.northeastern.edu/,7,TRUE,42.3398067,-71.08917170000001
201,Northwestern University,http://www.northwestern.edu/,11,TRUE,42.0564594,-87.67526699999996
203,Ohio State University,https://www.osu.edu/,9,TRUE,40.0141905,-83.0309143
204,Ramapo College,NA,0,FALSE,41.0815079,-74.17462339999997
205,University of Rennes 2,https://www.univ-rennes2.fr/en,0,FALSE,NA,NA
206,Sapienza University of Rome,http://en.uniroma1.it/,2,TRUE,41.9037626,12.514438400000017
207,Seton Hall University,https://www.shu.edu/,2,TRUE,40.743011,-74.24710010000001
208,Smith-Kettlewell Eye Research Institute,http://www.ski.org/,0,FALSE,37.7912559,-122.43418309999998
209,Southern Illinois University,NA,0,FALSE,37.7090577,-89.22491339999999
210,St Francis Xavier University,NA,0,FALSE,NA,NA
211,"Teachers College, Columbia University",http://www.tc.columbia.edu/,2,TRUE,NA,NA
212,Tufts University,https://www.tufts.edu/,1,TRUE,42.4074843,-71.11902320000002
213,University of Arizona,https://www.arizona.edu/,4,TRUE,32.2318851,-110.95010939999997
214,University of Bristol,NA,0,FALSE,NA,NA
215,University of British Columbia,https://www.ubc.ca/,10,TRUE,NA,NA
216,"University of California, Davis",https://www.ucdavis.edu/,8,TRUE,NA,NA
217,"University of California, Los Angeles",http://www.ucla.edu/,6,TRUE,NA,NA
218,"University of California, Santa Cruz",https://www.ucsc.edu/,4,TRUE,NA,NA
219,University of Cleveland,NA,0,FALSE,41.50249729999999,-81.67471849999998
220,University of Connecticut,https://uconn.edu/,6,TRUE,41.8077414,-72.25398050000001
221,University of Denver,https://www.du.edu/,3,TRUE,39.6766174,-104.96189649999997
222,University of Houston,http://www.uh.edu/,4,TRUE,29.7199489,-95.3422334
223,University of Illinois,NA,0,FALSE,NA,NA
224,University of Illinois at Chicago,NA,1,TRUE,41.87044969999999,-87.66748539999998
225,University of Iowa,https://uiowa.edu/,13,TRUE,41.6626963,-91.55489979999999
226,University of Louisville,http://louisville.edu/,3,TRUE,38.2122761,-85.75850229999998
227,"University of Massachusetts, Amherst",https://www.umass.edu/,7,TRUE,NA,NA
228,University of Minnesota,https://twin-cities.umn.edu/,5,TRUE,44.97399,-93.22772850000001
229,"University of Missouri, Kansas City",https://www.umkc.edu/,1,TRUE,NA,NA
230,University of Nebraska,NA,0,FALSE,NA,NA
231,University of North Carolina,https://www.unc.edu/,0,FALSE,NA,NA
232,University of Otago,http://www.otago.ac.nz/,2,TRUE,-45.8646835,170.51442270000007
233,University of Queensland,NA,1,TRUE,NA,NA
234,University of South Carolina,https://www.sc.edu/,2,TRUE,33.996112,-81.02742760000001
235,University of Tennessee,https://www.utk.edu/,3,TRUE,35.9544013,-83.92945639999999
236,University of Toronto,https://www.utoronto.ca/,20,TRUE,43.6628917,-79.39565640000001
237,University of Washington,https://www.washington.edu/,4,TRUE,47.65533509999999,-122.30351989999997
238,University of Western Sydney,NA,0,FALSE,-33.8757124,151.20920360000002
239,Uppsala University,https://www.uu.se/en/,4,TRUE,59.85090049999999,17.630009299999983
240,Virginia Commonwealth University,https://www.vcu.edu/,5,TRUE,37.5488396,-77.45272720000003
241,"Washington University, St Louis",https://wustl.edu/,3,TRUE,NA,NA
242,Whitman College,https://www.whitman.edu/,1,TRUE,46.07057990000001,-118.3306351
243,Université de Bretagne Sud,NA,0,FALSE,NA,NA
281,Utrecht University,https://www.uu.nl/en,5,TRUE,52.0901527,5.122601799999984
295,Liverpool University,NA,0,FALSE,NA,NA
308,Staff,NA,4,TRUE,NA,NA
312,National Institute on Deafness and Communication Disorders,NA,0,FALSE,NA,NA
317,"University of Colorado, Boulder",https://www.colorado.edu/,4,TRUE,NA,NA
356,Binghamton University,https://www.binghamton.edu/,1,TRUE,42.0893553,-75.96970490000001
358,Lehigh University,https://www1.lehigh.edu/,3,TRUE,40.6069087,-75.3782832
359,University of Akron,https://www.uakron.edu/,1,TRUE,41.076655,-81.51133859999999
363,Syracuse University,https://www.syracuse.edu/,1,TRUE,43.039153399999996,-76.1351158
382,New York State Psychiatric Institute,NA,0,FALSE,NA,NA
391,Michigan State University,https://msu.edu/,6,TRUE,42.701848,-84.48217190000003
402,University of São Paulo,http://www5.usp.br/english/?lang=en,2,TRUE,-23.5613991,-46.73078910000004
419,"Lehman College, CUNY",http://www.lehman.cuny.edu/,1,TRUE,NA,NA
428,Rosalind Franklin University of Medicine and Science,https://www.rosalindfranklin.edu/,1,TRUE,42.300356,-87.8586267
471,Swinburne University of Technology,http://www.swinburne.edu.au/,2,TRUE,-37.8221504,145.0389546
502,Trinity College,https://www.trincoll.edu/,2,TRUE,41.7479332,-72.6903345
553,Cincinnati Children’s Hospital Medical Center,https://www.cincinnatichildrens.org/,1,TRUE,NA,NA
554,Macquarie University,http://mq.edu.au,1,TRUE,-33.77382370000001,151.11264979999999
560,Bard College,http://www.bard.edu/,1,TRUE,42.0203897,-73.91005439999998
794,Oberlin College,https://www.oberlin.edu/,2,TRUE,41.29348299999999,-82.2236001
797,University of Hawaii at Manoa,https://manoa.hawaii.edu/,2,TRUE,NA,NA
826,University of Manitoba,http://umanitoba.ca/,1,TRUE,49.8075008,-97.13662590000001
919,Alexandru Ioan Cuza University,http://www.uaic.ro/en/,1,TRUE,47.1739612,27.572106299999973
931,Radboud University,http://www.ru.nl/english/,7,TRUE,51.8193148,5.856887700000016
934,Niagara University,https://www.niagara.edu/,2,TRUE,43.1365152,-79.0353197
935,Colby College,https://www.colby.edu/,1,TRUE,44.5638691,-69.66263620000001
940,Wabash College,https://www.wabash.edu/,1,TRUE,40.0378111,-86.90665519999999
945,Wayne State University,https://wayne.edu/,2,TRUE,42.3591388,-83.0665462
946,McGill University,http://www.mcgill.ca/,1,TRUE,45.50478469999999,-73.57715109999998
947,College of the Holy Cross,https://www.holycross.edu/,2,TRUE,42.2392391,-71.80796079999999
952,Queen's University,http://www.queensu.ca/,1,TRUE,44.2252795,-76.49514119999998
953,Wake Forest University,https://www.wfu.edu/,1,TRUE,36.1352495,-80.2763425
963,Baylor College of Medicine,https://www.bcm.edu/,1,TRUE,29.71052899999999,-95.39624099999997
976,ISCTE - University Institute of Lisbon (IUL),https://www.iscte-iul.pt/,2,TRUE,38.7478406,-9.153442799999993
977,University of Pennsylvania,https://www.upenn.edu/,4,TRUE,39.9522188,-75.1932137
991,University of Winchester,https://www.winchester.ac.uk/,1,TRUE,NA,NA
996,Canisius College,https://www.canisius.edu/,1,TRUE,42.9248338,-78.85148479999998
999,University of Central Florida,https://www.ucf.edu/,2,TRUE,28.6024274,-81.20005989999999
1013,Grinnell College,https://www.grinnell.edu/,2,TRUE,41.74905709999999,-92.72013019999997
1014,Max Planck Institute for Human Development,https://www.mpib-berlin.mpg.de/en,3,TRUE,52.468554,13.303832000000057
1043,Rochester Institute of Technology,http://www.rit.edu/,6,TRUE,43.0861017,-77.67051429999998
1050,University of Trier,https://www.uni-trier.de/,1,TRUE,NA,NA
1053,Middlesex University,http://www.mdx.ac.uk/,2,TRUE,51.589755,-0.2282989999999927
1055,Oregon State University,https://oregonstate.edu/,6,TRUE,44.5637806,-123.27944430000002
1058,South Carolina,NA,0,FALSE,NA,NA
1063,Claude Bernard University Lyon 1,https://www.univ-lyon1.fr/en/home-759942.kjsp,1,TRUE,45.7788727,4.867961100000002
1065,Bilkent University,http://w3.bilkent.edu.tr/bilkent/,1,TRUE,39.8746147,32.747596199999975
1067,Pace University,http://www.pace.edu/,2,TRUE,40.7111197,-74.0048567
1068,Purdue University,http://www.purdue.edu/,8,TRUE,40.4237054,-86.92119459999998
1071,University of Erlangen-Nuremberg,https://www.fau.de/,1,TRUE,49.5978804,11.004550699999982
1080,Newcastle University,http://www.ncl.ac.uk/,1,TRUE,54.9791871,-1.6146608000000242
1089,Williams College,https://www.williams.edu/,3,TRUE,42.7128038,-73.20302140000001
1092,"University of Missouri, St. Louis",https://www.umsl.edu/,1,TRUE,NA,NA
1100,Gettysburg College,http://www.gettysburg.edu/,2,TRUE,39.8362073,-77.2375078
1111,Hofstra University,https://www.hofstra.edu/,1,TRUE,40.716792,-73.59940410000002
1131,Loyola University Chicago,http://www.luc.edu/,4,TRUE,41.998997,-87.65819210000001
1179,"University of Louisiana, Lafayette",https://louisiana.edu/,2,TRUE,NA,NA
1186,"University of Nevada, Las Vegas",https://www.unlv.edu/,4,TRUE,NA,NA
1187,"University of North Carolina, Greensboro",https://www.uncg.edu/,6,TRUE,NA,NA
1235,Miami University,http://miamioh.edu/index.html,4,TRUE,39.5105334,-84.73087679999998
1255,Christopher Newport University,http://cnu.edu/,1,TRUE,37.0646188,-76.49443839999998
1260,Millersville University,https://www.millersville.edu/,1,TRUE,39.9976889,-76.3544283
1272,University of Nicosia,https://www.unic.ac.cy/,1,TRUE,35.16582,33.314437999999996
1275,Slippery Rock University,https://www.sru.edu/,1,TRUE,41.06302489999999,-80.04116909999999
1312,Grand Valley State University,https://www.gvsu.edu/,2,TRUE,42.9639355,-85.88894649999997
1313,Boston Children's Hospital,http://www.childrenshospital.org/,2,TRUE,42.3374646,-71.10532169999999
1314,Wesleyan University,https://www.wesleyan.edu/,2,TRUE,41.5566104,-72.65690410000002
1318,Northern Illinois University,https://www.niu.edu/,2,TRUE,41.934233,-88.774069
1333,University of the Sciences,https://www.usciences.edu/,2,TRUE,39.9468299,-75.20709790000001
1336,Swarthmore College,https://www.swarthmore.edu/,1,TRUE,NA,NA
1337,IE University,https://www.ie.edu/,1,TRUE,40.9528125,-4.118795699999964
1346,Ozyegin University,https://www.ozyegin.edu.tr/en,2,TRUE,41.0313315,29.25871559999996
1353,"University of Nebraska, Lincoln",https://www.unl.edu/,3,TRUE,NA,NA
1354,Montana State University,http://www.montana.edu/,0,TRUE,45.6667557,-111.04980999999998
1362,Earlham College,http://earlham.edu/,1,TRUE,39.8208853,-84.913052
1364,Princeton University,https://www.princeton.edu/,5,TRUE,40.3439888,-74.65144809999998
1368,Rhodes College,https://www.rhodes.edu/,0,TRUE,35.1550839,-89.98928719999998
1369,Colorado College,https://www.coloradocollege.edu/,1,TRUE,38.846594,-104.82439399999998
1384,University of Arkansas,https://www.uark.edu/,1,TRUE,36.0678324,-94.17365510000002
1389,University of Arkansas at Little Rock,http://ualr.edu/,1,TRUE,34.7240568,-92.33888719999999
1407,University of Montana,https://www.umt.edu/,4,TRUE,46.8600672,-113.98520810000002
1420,University of Stirling,https://www.stir.ac.uk/,1,TRUE,56.1459171,-3.918879000000061
1421,"National Institute of Astrophysics, Optics and Electronics (INAOE)",http://inaoep.mx/,1,TRUE,NA,NA
1427,IRCCS Stella Maris Foundation,http://www.fsm.unipi.it/,0,FALSE,43.6077483,10.292125899999974
1428,Memorial University,https://www.mun.ca/,1,TRUE,47.5737975,-52.73290529999997
1453,University of Tampere,http://www2.uta.fi/en,2,TRUE,61.49374479999999,23.77873539999996
1464,University of Utah,https://www.utah.edu/,2,TRUE,40.7649368,-111.84210210000003
1470,Central European University,https://www.ceu.edu/,2,TRUE,47.5005395,19.04957999999999
1471,Davidson College,https://www.davidson.edu/,1,TRUE,35.5017318,-80.84677929999998
1480,University of Geneva,https://www.unige.ch/en/university/presentation/,1,TRUE,40.7713156,-80.32184719999998
1482,University of North Georgia,https://ung.edu/,1,TRUE,34.5278618,-83.98444159999997
1486,"Barnard College, Columbia University",https://barnard.edu/,2,TRUE,NA,NA
1489,Free University of Brussels,http://www.ulb.ac.be/ulb/presentation/uk.html,1,TRUE,NA,NA
1490,"Paul Valéry University,  Montpellier 3",https://www.univ-montp3.fr/,1,TRUE,NA,NA
1504,Jagiellonian University,http://www.en.uj.edu.pl/en,2,TRUE,50.0609623,19.934107400000016
1505,"New York University, School of Medicine",https://med.nyu.edu/,7,TRUE,NA,NA
1511,Teesside University,https://www.tees.ac.uk/,1,TRUE,54.5706735,-1.235274200000049
1512,Oregon Health & Science University,https://www.ohsu.edu/xd/,1,TRUE,NA,NA
1529,Weill Cornell Medicine,http://weill.cornell.edu/,1,TRUE,NA,NA
1530,University at Buffalo,https://www.buffalo.edu/,1,TRUE,43.0008093,-78.7889697
1543,Interdisciplinary Center Herzliya,https://www.idc.ac.il/he/pages/home.aspx,2,TRUE,32.176113,34.83623399999999
1548,St. Lawrence University,https://www.stlawu.edu/,1,TRUE,44.5892119,-75.1608814
1557,University Paris 8,http://www.univ-paris8.fr/en/,1,TRUE,48.9449361,2.363562199999933
1561,University of the Basque Country,http://www.ehu.eus/en/en-home,2,TRUE,43.3309433,-2.967892099999972
1570,"University of California, Merced",https://www.ucmerced.edu/,2,TRUE,NA,NA
1598,Villanova University,http://www1.villanova.edu/main.html,2,TRUE,40.037056,-75.34357999999997
1603,Texas Christian University,http://www.tcu.edu/,2,TRUE,32.70953,-97.362795
1608,University of New South Wales,https://www.unsw.edu.au/,2,TRUE,-33.917347,151.23126750000006
1609,University of Quebec at Trois-Rivieres,http://www.uqtr.ca/,1,TRUE,NA,NA
1625,Liverpool Hope University,https://www.hope.ac.uk/,2,TRUE,53.3908007,-2.892298799999935
1626,"California State University, Northridge",https://www.csun.edu/,3,TRUE,NA,NA
1654,University of Oklahoma,http://www.ou.edu/,3,TRUE,35.2058936,-97.4457137
1678,"University of North Carolina, Asheville",https://www.unca.edu/,1,TRUE,NA,NA
1683,Federal University of Parana,http://www.ufpr.br/portalufpr/,1,TRUE,NA,NA
1692,"University of Wisconsin, Whitewater",http://www.uww.edu/,1,TRUE,NA,NA
1707,"Queens College, CUNY",https://www.qc.cuny.edu/,2,TRUE,NA,NA
1711,Italian Hospital of Buenos Aires,https://www.hospitalitaliano.org.ar/,1,TRUE,-34.6072209,-58.42627700000003
1717,University of South Florida,https://www.usf.edu/,4,TRUE,28.0587031,-82.41385389999999
1720,Aix-Marseille University,https://www.univ-amu.fr/en,2,TRUE,NA,NA
1750,Omsk State Pedagogical University,http://www.omgpu.ru/en/,1,TRUE,54.99007959999999,73.35769959999993
1760,University of Angers,http://www.univ-angers.fr/en/university.html,1,TRUE,47.47709099999999,-0.5499306000000388
1773,San Francisco State University,http://www.sfsu.edu/,2,TRUE,37.721897,-122.47820939999997
1774,Federal University of Rio Grande North,http://www.ufrgs.br/english/home,1,TRUE,-5.8393707,-35.200772700000016
1776,St. John's University,https://www.stjohns.edu/,3,TRUE,40.7215967,-73.79468989999998
1779,Connecticut College,https://www.conncoll.edu/,1,TRUE,41.3786877,-72.10458690000002
1786,University of Lisbon,https://www.ulisboa.pt/,2,TRUE,38.7526578,-9.158244999999965
1787,"California State University, Stanislaus",https://www.csustan.edu/,2,TRUE,NA,NA
1801,Humboldt University of Berlin,https://www.hu-berlin.de/en/,1,TRUE,NA,NA
1802,Albright College,https://www.albright.edu/,2,TRUE,40.3615027,-75.91062899999997
1816,Hangzhou Normal University,http://english.hznu.edu.cn/,1,TRUE,30.289532,120.00988600000005
1817,Leiden University,https://www.universiteitleiden.nl/en,9,TRUE,52.1571485,4.485208999999941
1833,Gustavus Adolphus College,https://gustavus.edu/,1,TRUE,44.3221619,-93.96877710000001
1840,"California State University, Long Beach",http://www.csulb.edu/,2,TRUE,NA,NA
1852,Providence College,https://www.providence.edu/,3,TRUE,41.8440925,-71.43816529999998
1853,University of Greifswald,https://www.uni-greifswald.de/en/,2,TRUE,NA,NA
1890,Free University of Berlin,https://www.fu-berlin.de/en/index.html,2,TRUE,NA,NA
1893,Hong Kong University of Science and Technology,http://www.ust.hk/,1,TRUE,22.3363998,114.2654655
1908,Old Dominion University,https://www.odu.edu/,1,TRUE,36.8856104,-76.3067777
1923,University of Canterbury,http://www.canterbury.ac.nz/,1,TRUE,-43.5235375,172.58392330000004
1932,University of Texas at Dallas,http://www.utdallas.edu/,3,TRUE,NA,NA
1938,University of Sussex,http://www.sussex.ac.uk/,1,TRUE,50.86708950000001,-0.0879139999999552
1950,University of Verona,http://www.univr.it/jsp/index.jsp?lang=en,1,TRUE,45.43739799999999,11.003376000000003
1955,University of Liverpool,https://www.liverpool.ac.uk/,2,TRUE,53.405936,-2.965572199999997
1958,Laboratory of Cognitive and Psycholinguistic Sciences,http://www.lscp.net/index.php?lang=en,2,TRUE,NA,NA
1963,Tokyo Metropolitan University,http://www.tmu.ac.jp/english/index.html,1,TRUE,35.617166,139.37703299999998
1964,Florida State University,https://www.fsu.edu/,3,TRUE,30.4418778,-84.2984889
1966,National University of Córdoba,https://www.unc.edu.ar/,1,TRUE,-31.4354855,-64.18557020000003
1980,University of the Pacific,http://www.pacific.edu/,1,TRUE,37.9808152,-121.31202250000001
1981,Lancaster University,http://www.lancaster.ac.uk/,6,TRUE,54.0103942,-2.7877293999999893
2093,National Scientific and Technical Research Council (CONICET),http://www.conicet.gov.ar/?lan=en,3,TRUE,-34.5826428,-58.4290725
2113,Widener University,http://www.widener.edu/,3,TRUE,39.8633562,-75.3566753
2114,"California State Polytechnic University, Pomona",http://www.cpp.edu/,3,TRUE,NA,NA
2123,University of Alberta,https://www.ualberta.ca/,3,TRUE,53.5232189,-113.52631859999997
2127,International Congress on Infant Studies (ICIS),http://www.infantstudies.org/,4,FALSE,NA,NA
2130,Max Planck Institute for Evolutionary Anthropology,http://www.eva.mpg.de/index.html,1,TRUE,51.3211759,12.395021400000019
2162,Skidmore College,https://www.skidmore.edu/,2,TRUE,43.0972759,-73.78418110000001
2166,Washington State University,https://wsu.edu/,1,TRUE,46.7319225,-117.1542121
2167,University of Mons,http://portail.umons.ac.be/en2/Pages/default.aspx,1,TRUE,50.4587714,3.9521651999999676
2195,Clemson University,http://www.clemson.edu/,1,TRUE,34.6760942,-82.8364148
2196,National Autonomous University of Mexico,https://www.unam.mx/,1,TRUE,19.3188895,-99.18436759999997
2197,Stockholm University,http://www.su.se/english/,1,TRUE,59.36276469999999,18.059267699999964
2199,University of Los Andes,https://uniandes.edu.co/,1,TRUE,NA,NA
2208,Concordia University,https://www.concordia.ca/,2,TRUE,45.5701912,-122.63688739999998
2211,Duquesne University,https://www.duq.edu/,1,TRUE,40.4372949,-79.99017279999998
2212,University of Tuebingen,http://www.uni-tuebingen.de/,1,TRUE,NA,NA
2215,University of the Incarnate Word,http://www.uiw.edu/,1,TRUE,29.4675939,-98.4676217
2224,San Jose State University,http://www.sjsu.edu/,2,TRUE,37.3351874,-121.88107150000002
2229,Boston Medical Center,https://www.bmc.org/,1,TRUE,42.3355155,-71.07285430000002
2235,Niigata University,https://www.niigata-u.ac.jp/en/,1,TRUE,37.86701,138.942539
2236,"University of California, Santa Barbara",https://www.ucsb.edu/,2,TRUE,NA,NA
2255,University of Waterloo,https://uwaterloo.ca/,6,TRUE,43.4722854,-80.5448576
2259,Franklin and Marshall College,https://www.fandm.edu/,3,TRUE,40.0475258,-76.31790160000003
2267,Chatham University,https://www.chatham.edu/,1,TRUE,40.4482193,-79.9242625
2272,Association Italian Teachers Method Feldenkrais (AIIMF),http://www.feldenkrais.it/,1,TRUE,43.7677075,11.2757787
2273,Kutztown University of Pennsylvania,https://www.kutztown.edu/,1,TRUE,40.5100878,-75.78342250000003
2275,Kobe University,http://www.kobe-u.ac.jp/en/,1,TRUE,34.7256185,135.23539529999994
2276,University of Western Australia,https://www.uwa.edu.au/,2,TRUE,NA,NA
2282,"University of North Carolina, Chapel Hill",https://www.unc.edu/,4,TRUE,NA,NA
2287,University of Goettingen,http://www.uni-goettingen.de/en/1.html,1,TRUE,NA,NA
2318,University of Quebec in Outaouais,https://uqo.ca/,1,TRUE,NA,NA
2334,Oklahoma State University,https://go.okstate.edu/,4,TRUE,36.1270236,-97.07372220000002
2352,"Institute of Psychology, Chinese Academy of Sciences",http://english.psych.cas.cn/,2,TRUE,NA,NA
2371,University of New Hampshire,http://www.unh.edu/,2,TRUE,43.138948,-70.9370252
2376,"University of California, Irvine",https://uci.edu/,6,TRUE,NA,NA
2395,Lynchburg College,https://www.lynchburg.edu/,1,TRUE,37.4006,-79.183153
2398,Charité - University Medicine Berlin,https://www.charite.de/forschung/,2,TRUE,52.5264618,13.376624499999934
2402,"University of Wisconsin, Oshkosh",http://www.uwosh.edu/,0,TRUE,NA,NA
2418,Children's Hospital of Philadelphia (CHOP),http://www.chop.edu/,1,TRUE,39.9489145,-75.1939595
2451,University of Illinois at Urbana-Champaign,http://illinois.edu/,7,TRUE,NA,NA
2452,Cardiff University,https://www.cardiff.ac.uk/,6,TRUE,51.48662710000001,-3.1788641000000553
2477,"Brooklyn College, CUNY",http://www.brooklyn.cuny.edu/web/home.php,2,TRUE,NA,NA
2478,Ulster University,https://www.ulster.ac.uk/,3,TRUE,55.00643840000001,-7.324364400000036
2493,Carleton University,http://carleton.ca/,1,TRUE,45.3875812,-75.69602020000002
2553,INSERM,http://english.inserm.fr/,1,TRUE,45.740361,4.893118700000059
2555,Massachusetts Institute of Technology,NA,0,FALSE,42.360091,-71.09415999999999
2577,Trent University,https://www.trentu.ca/,1,TRUE,44.3571304,-78.29036300000001
2598,Wellesley College,http://www.wellesley.edu/,2,TRUE,42.2935733,-71.30592769999998
2615,University of Florida,http://www.ufl.edu/,4,TRUE,29.6436325,-82.35493020000001
2616,London South Bank University,https://www.lsbu.ac.uk/,1,TRUE,51.498224,-0.10208620000003066
2617,University of Paris Nanterre,https://university.parisnanterre.fr/,2,TRUE,48.90339900000001,2.211274000000003
2634,Ulm University,http://www.uni-ulm.de/en/,1,TRUE,48.4222305,9.95558200000005
